landmark_label,landmark_name
37,U1R-R
38,U1R-L
45,U1E-R
46,U1E-L
53,U4LC-R
54,U4LC-L
55,U5BC-R
56,U5BC-L
61,U6MLC-R
62,U6MLC-L
63,U6DBC-R
64,U6DBC-L
69,U7MLC-R
70,U7MLC-L
71,U7DBC-R
72,U7DBC-L
