landmark_label,landmark_name
77,L0R
104,L0
107,L2E-R
108,L2E-L
109,L3T-R
110,L3T-L
111,L4BC-R
112,L4BC-L
117,L5LC-R
118,L5LC-L
121,L6MBC-R
122,L6MBC-L
127,L6DLC-R
128,L6DLC-L
131,L7MBC-R
132,L7MBC-L
137,L7DLC-R
138,L7DLC-L
