landmark_label,landmark_name
44,U0
39,U0R
37,U1R-R
38,U1R-L
45,U1E-R
46,U1E-L
47,U2E-R
48,U2E-L
49,U3T-R
50,U3T-L
51,U4BC-R
52,U4BC-L
53,U4LC-R
54,U4LC-L
55,U5BC-R
56,U5BC-L
57,U5LC-R
58,U5LC-L
59,U6MBC-R
60,U6MBC-L
61,U6MLC-R
62,U6MLC-L
63,U6DBC-R
64,U6DBC-L
65,U6DLC-R
66,U6DLC-L
67,U7MBC-R
68,U7MBC-L
69,U7MLC-R
70,U7MLC-L
71,U7DBC-R
72,U7DBC-L
73,U7DLC-R
74,U7DLC-L
